id,date,time,accident_type,severity,district,vehicles_count,injured,killed,weather
295,2025-02-13,09:23,Столкновение,Средней тяжести,Октябрьский,3,2,0,Снегопад
296,2025-02-13,15:24,Наезд на препятствие,Лёгкое,Октябрьский,1,0,0,Ясно
297,2025-02-13,22:57,Наезд на пешехода,Средней тяжести,Железнодорожный,1,1,0,Туман
298,2025-02-13,07:44,Наезд на пешехода,Лёгкое,Чкаловский,1,1,0,Ясно
299,2025-02-13,15:04,Столкновение,Лёгкое,Чкаловский,2,2,0,Гололёд
300,2025-02-13,09:06,Наезд на пешехода,Средней тяжести,Ленинский,1,1,0,Снегопад
301,2025-02-13,17:25,Наезд на стоящее ТС,Тяжёлое,Железнодорожный,2,1,0,Снегопад
302,2025-02-14,20:28,Наезд на препятствие,Лёгкое,Кировский,1,0,0,Гололёд
303,2025-02-14,15:17,Столкновение,Лёгкое,Кировский,4,1,0,Ясно
304,2025-02-14,07:09,Наезд на пешехода,Лёгкое,Железнодорожный,1,1,0,Снегопад
305,2025-02-14,17:54,Наезд на стоящее ТС,Лёгкое,Железнодорожный,2,1,0,Снегопад
306,2025-02-14,15:09,Наезд на пешехода,Лёгкое,Кировский,1,1,0,Гололёд
307,2025-02-14,09:47,Наезд на стоящее ТС,Лёгкое,Верх-Исетский,2,1,0,Туман
308,2025-02-15,14:23,Наезд на стоящее ТС,Лёгкое,Орджоникидзевский,2,1,0,Туман
309,2025-02-15,11:40,Опрокидывание,Лёгкое,Орджоникидзевский,1,1,0,Ясно
310,2025-02-15,16:01,Столкновение,Лёгкое,Кировский,2,1,0,Снегопад
311,2025-02-15,09:40,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Гололёд
312,2025-02-15,08:50,Столкновение,Лёгкое,Чкаловский,2,1,0,Гололёд
313,2025-02-15,08:53,Наезд на препятствие,Средней тяжести,Железнодорожный,1,2,0,Ясно
314,2025-02-15,12:08,Наезд на стоящее ТС,Лёгкое,Кировский,2,1,0,Гололёд
315,2025-02-16,16:36,Столкновение,Средней тяжести,Ленинский,4,3,0,Снегопад
316,2025-02-16,19:30,Столкновение,Средней тяжести,Орджоникидзевский,2,3,0,Ясно
317,2025-02-16,06:20,Столкновение,Средней тяжести,Чкаловский,3,2,0,Ясно
318,2025-02-16,08:19,Наезд на пешехода,Средней тяжести,Орджоникидзевский,1,3,0,Гололёд
319,2025-02-16,17:32,Опрокидывание,Средней тяжести,Октябрьский,1,1,0,Снегопад
320,2025-02-16,19:09,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Снегопад
321,2025-02-16,23:07,Наезд на стоящее ТС,Лёгкое,Октябрьский,2,1,0,Снегопад
322,2025-02-17,21:27,Наезд на пешехода,Средней тяжести,Железнодорожный,1,3,0,Ясно
323,2025-02-17,12:51,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Гололёд
324,2025-02-17,16:28,Столкновение,Лёгкое,Октябрьский,2,2,0,Туман
325,2025-02-17,17:43,Опрокидывание,Средней тяжести,Чкаловский,1,2,0,Снегопад
326,2025-02-17,15:03,Столкновение,Лёгкое,Ленинский,2,2,0,Ясно
327,2025-02-17,20:36,Столкновение,Средней тяжести,Чкаловский,2,1,0,Снегопад
328,2025-02-17,17:09,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,0,0,Гололёд
329,2025-02-17,14:33,Наезд на пешехода,Лёгкое,Железнодорожный,1,1,0,Гололёд
330,2025-02-18,13:03,Падение пассажира,Лёгкое,Кировский,1,1,0,Снегопад
331,2025-02-18,15:40,Наезд на препятствие,Средней тяжести,Чкаловский,1,2,0,Снегопад
332,2025-02-18,13:36,Опрокидывание,Средней тяжести,Орджоникидзевский,1,2,0,Снегопад
333,2025-02-18,18:34,Столкновение,Средней тяжести,Верх-Исетский,2,2,0,Ясно
334,2025-02-18,17:24,Наезд на пешехода,Лёгкое,Октябрьский,1,0,0,Туман
335,2025-02-18,17:51,Столкновение,Средней тяжести,Кировский,2,1,0,Ясно
336,2025-02-18,10:49,Столкновение,Средней тяжести,Ленинский,2,3,0,Ясно
337,2025-02-18,22:35,Падение пассажира,Лёгкое,Верх-Исетский,1,2,0,Гололёд
338,2025-02-19,17:38,Наезд на пешехода,Средней тяжести,Кировский,1,1,0,Гололёд
339,2025-02-19,08:41,Столкновение,Средней тяжести,Верх-Исетский,3,1,0,Гололёд
340,2025-02-19,11:02,Наезд на препятствие,Лёгкое,Железнодорожный,1,0,0,Туман
341,2025-02-19,07:41,Наезд на стоящее ТС,Лёгкое,Железнодорожный,2,0,0,Ясно
342,2025-02-19,16:01,Наезд на стоящее ТС,Лёгкое,Ленинский,2,0,0,Ясно
343,2025-02-19,16:38,Наезд на стоящее ТС,Тяжёлое,Чкаловский,2,3,0,Гололёд
344,2025-02-19,19:36,Наезд на стоящее ТС,Средней тяжести,Орджоникидзевский,2,2,0,Снегопад
345,2025-02-20,09:00,Наезд на стоящее ТС,Средней тяжести,Чкаловский,2,1,0,Снегопад
346,2025-02-20,15:53,Столкновение,Средней тяжести,Орджоникидзевский,2,1,0,Туман
347,2025-02-20,17:36,Столкновение,Средней тяжести,Орджоникидзевский,2,1,0,Снегопад
348,2025-02-20,15:09,Наезд на препятствие,Лёгкое,Железнодорожный,1,1,0,Гололёд
349,2025-02-20,09:51,Столкновение,Средней тяжести,Чкаловский,2,1,0,Снегопад
350,2025-02-20,08:48,Наезд на пешехода,Лёгкое,Верх-Исетский,1,1,0,Гололёд
351,2025-02-20,06:22,Наезд на пешехода,Лёгкое,Верх-Исетский,1,0,0,Снегопад
352,2025-02-20,16:23,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Туман
353,2025-02-20,16:03,Столкновение,Средней тяжести,Кировский,2,1,0,Гололёд
354,2025-02-21,12:34,Наезд на стоящее ТС,Лёгкое,Железнодорожный,2,0,0,Ясно
355,2025-02-21,04:20,Столкновение,Средней тяжести,Кировский,3,1,0,Гололёд
356,2025-02-21,09:46,Столкновение,Лёгкое,Кировский,2,2,0,Ясно
357,2025-02-21,07:23,Наезд на препятствие,Средней тяжести,Ленинский,1,1,0,Снегопад
358,2025-02-21,12:27,Столкновение,Лёгкое,Октябрьский,3,1,0,Гололёд
359,2025-02-21,17:28,Столкновение,Средней тяжести,Орджоникидзевский,2,3,0,Гололёд
360,2025-02-21,12:28,Наезд на препятствие,Средней тяжести,Чкаловский,1,1,0,Снегопад
361,2025-02-21,22:15,Столкновение,Средней тяжести,Орджоникидзевский,2,2,0,Снегопад
362,2025-02-21,15:19,Наезд на препятствие,Средней тяжести,Октябрьский,1,2,0,Снегопад
363,2025-02-21,19:24,Опрокидывание,Средней тяжести,Октябрьский,1,3,0,Гололёд
364,2025-02-22,11:26,Опрокидывание,Лёгкое,Ленинский,1,1,0,Снегопад
365,2025-02-22,05:29,Опрокидывание,Лёгкое,Октябрьский,1,1,0,Снегопад
366,2025-02-22,23:34,Столкновение,Средней тяжести,Октябрьский,2,3,0,Гололёд
367,2025-02-22,12:31,Столкновение,Тяжёлое,Кировский,2,1,0,Снегопад
368,2025-02-22,08:12,Столкновение,Лёгкое,Ленинский,2,0,0,Гололёд
369,2025-02-22,18:17,Столкновение,Средней тяжести,Октябрьский,2,2,0,Гололёд
370,2025-02-22,09:45,Столкновение,Средней тяжести,Железнодорожный,2,1,0,Ясно
371,2025-02-22,17:38,Наезд на стоящее ТС,Средней тяжести,Кировский,2,3,0,Туман
372,2025-02-22,19:54,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,1,0,Снегопад
373,2025-02-23,15:19,Опрокидывание,Средней тяжести,Чкаловский,1,1,0,Гололёд
374,2025-02-23,06:13,Наезд на стоящее ТС,Лёгкое,Октябрьский,2,1,0,Гололёд
375,2025-02-23,11:30,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Снегопад
376,2025-02-23,09:18,Иное,Лёгкое,Октябрьский,1,0,0,Туман
377,2025-02-23,16:52,Столкновение,Лёгкое,Кировский,2,0,0,Туман
378,2025-02-23,07:17,Столкновение,Лёгкое,Октябрьский,3,0,0,Снегопад
379,2025-02-24,16:39,Столкновение,Лёгкое,Ленинский,2,1,0,Гололёд
380,2025-02-24,18:42,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Ясно
381,2025-02-24,11:31,Столкновение,Средней тяжести,Орджоникидзевский,2,1,0,Туман
382,2025-02-24,06:25,Столкновение,Лёгкое,Кировский,2,0,0,Туман
383,2025-02-24,17:02,Столкновение,Лёгкое,Ленинский,3,0,0,Снегопад
384,2025-02-24,12:55,Столкновение,Средней тяжести,Октябрьский,2,1,0,Гололёд
385,2025-02-24,09:32,Столкновение,Лёгкое,Орджоникидзевский,4,1,0,Ясно
386,2025-02-24,16:22,Падение пассажира,Тяжёлое,Октябрьский,1,3,0,Снегопад
387,2025-02-25,09:10,Наезд на стоящее ТС,Средней тяжести,Железнодорожный,2,2,0,Гололёд
388,2025-02-25,13:30,Наезд на препятствие,Лёгкое,Октябрьский,1,0,0,Ясно
389,2025-02-25,18:01,Столкновение,Лёгкое,Чкаловский,3,1,0,Ясно
390,2025-02-25,19:57,Столкновение,Лёгкое,Чкаловский,2,1,0,Снегопад
391,2025-02-25,17:36,Наезд на пешехода,Лёгкое,Кировский,1,1,0,Гололёд
392,2025-02-25,09:47,Наезд на пешехода,Лёгкое,Ленинский,1,0,0,Гололёд
393,2025-02-25,19:31,Столкновение,Средней тяжести,Октябрьский,2,3,0,Туман
394,2025-02-25,12:15,Падение пассажира,Лёгкое,Октябрьский,1,2,0,Ясно
395,2025-02-26,09:47,Наезд на препятствие,Лёгкое,Орджоникидзевский,1,0,0,Гололёд
396,2025-02-26,08:51,Наезд на пешехода,Лёгкое,Кировский,1,0,0,Снегопад
397,2025-02-26,19:23,Наезд на пешехода,Лёгкое,Октябрьский,1,0,0,Туман
398,2025-02-26,16:55,Наезд на препятствие,Средней тяжести,Ленинский,1,1,0,Ясно
399,2025-02-26,16:32,Наезд на стоящее ТС,Лёгкое,Чкаловский,2,0,0,Гололёд
400,2025-02-26,17:28,Наезд на препятствие,Лёгкое,Кировский,1,0,0,Ясно
